timestamp,lot_id,hour_of_day,day_of_week,is_weekend,is_exam_week,weather,temperature,capacity,current_count,occupancy_rate,availability,search_time_minutes,found_parking
2025-09-07 06:00:00.198133,1,6,6,True,False,sunny,66,150,39,0.2649412996089538,0.7350587003910463,2,True
2025-09-07 06:00:00.198133,2,6,6,True,False,sunny,51,200,1,0.00640261634208289,0.993597383657917,1,True
2025-09-07 06:00:00.198133,3,6,6,True,False,cloudy,38,100,9,0.09321635083446268,0.9067836491655373,2,True
2025-09-07 06:00:00.198133,4,6,6,True,False,sunny,46,50,12,0.2420994906595191,0.7579005093404809,1,True
2025-09-07 06:00:00.198133,5,6,6,True,False,sunny,85,30,6,0.22049384162151203,0.7795061583784879,1,True
2025-09-07 07:00:00.198133,1,7,6,True,False,cloudy,50,150,28,0.18963995148210844,0.8103600485178916,1,True
2025-09-07 07:00:00.198133,2,7,6,True,False,sunny,43,200,46,0.23214237059804527,0.7678576294019548,3,True
2025-09-07 07:00:00.198133,3,7,6,True,False,sunny,71,100,27,0.27732998801772724,0.7226700119822728,3,True
2025-09-07 07:00:00.198133,4,7,6,True,False,sunny,77,50,2,0.048780202254707306,0.9512197977452927,2,True
2025-09-07 07:00:00.198133,5,7,6,True,False,sunny,74,30,1,0.048640979670364126,0.9513590203296358,2,True
2025-09-07 08:00:00.198133,1,8,6,True,False,sunny,37,150,56,0.3754267135855386,0.6245732864144614,3,True
2025-09-07 08:00:00.198133,2,8,6,True,False,sunny,84,200,38,0.19090851155563052,0.8090914884443695,1,True
2025-09-07 08:00:00.198133,3,8,6,True,False,sunny,42,100,28,0.2867346310154297,0.7132653689845703,1,True
2025-09-07 08:00:00.198133,4,8,6,True,False,sunny,46,50,2,0.04143867646996671,0.9585613235300333,1,True
2025-09-07 08:00:00.198133,5,8,6,True,False,cloudy,81,30,2,0.06743831897858332,0.9325616810214167,2,True
2025-09-07 09:00:00.198133,1,9,6,True,False,sunny,65,150,73,0.4924043001943403,0.5075956998056597,1,True
2025-09-07 09:00:00.198133,2,9,6,True,False,rainy,76,200,62,0.31173407797052516,0.6882659220294749,1,True
2025-09-07 09:00:00.198133,3,9,6,True,False,cloudy,41,100,9,0.0941367097028887,0.9058632902971113,2,True
2025-09-07 09:00:00.198133,4,9,6,True,False,sunny,48,50,12,0.24801966569347864,0.7519803343065213,3,True
2025-09-07 09:00:00.198133,5,9,6,True,False,rainy,72,30,7,0.24415206342255802,0.755847936577442,2,True
2025-09-07 10:00:00.198133,1,10,6,True,False,sunny,77,150,33,0.22040291485992652,0.7795970851400735,1,True
2025-09-07 10:00:00.198133,2,10,6,True,False,cloudy,60,200,49,0.24585182746965795,0.754148172530342,3,True
2025-09-07 10:00:00.198133,3,10,6,True,False,sunny,30,100,25,0.259177550833102,0.740822449166898,3,True
2025-09-07 10:00:00.198133,4,10,6,True,False,sunny,52,50,10,0.2139993925888442,0.7860006074111558,1,True
2025-09-07 10:00:00.198133,5,10,6,True,False,cloudy,34,30,1,0.06437215747808914,0.9356278425219109,3,True
2025-09-07 11:00:00.198133,1,11,6,True,False,sunny,57,150,9,0.06199606791516166,0.9380039320848383,2,True
2025-09-07 11:00:00.198133,2,11,6,True,False,sunny,84,200,51,0.25749547003316176,0.7425045299668382,2,True
2025-09-07 11:00:00.198133,3,11,6,True,False,rainy,83,100,11,0.11684946555750761,0.8831505344424924,3,True
2025-09-07 11:00:00.198133,4,11,6,True,False,rainy,42,50,7,0.15249259011488708,0.847507409885113,1,True
2025-09-07 11:00:00.198133,5,11,6,True,False,sunny,30,30,8,0.29550398495774877,0.7044960150422512,1,True
2025-09-07 12:00:00.198133,1,12,6,True,False,cloudy,80,150,17,0.11949441895864965,0.8805055810413503,2,True
2025-09-07 12:00:00.198133,2,12,6,True,False,sunny,54,200,30,0.1508390762840137,0.8491609237159863,1,True
2025-09-07 12:00:00.198133,3,12,6,True,False,sunny,80,100,25,0.25546613192030887,0.7445338680796911,1,True
2025-09-07 12:00:00.198133,4,12,6,True,False,cloudy,75,50,5,0.11513914855197363,0.8848608514480264,2,True
2025-09-07 12:00:00.198133,5,12,6,True,False,sunny,39,30,8,0.2751357133454917,0.7248642866545083,2,True
2025-09-07 13:00:00.198133,1,13,6,True,False,cloudy,33,150,25,0.17299795024740064,0.8270020497525994,1,True
2025-09-07 13:00:00.198133,2,13,6,True,False,sunny,41,200,18,0.09129068575060123,0.9087093142493987,1,True
2025-09-07 13:00:00.198133,3,13,6,True,False,sunny,75,100,20,0.20671482233062574,0.7932851776693742,1,True
2025-09-07 13:00:00.198133,4,13,6,True,False,sunny,47,50,2,0.04278313605033246,0.9572168639496675,3,True
2025-09-07 13:00:00.198133,5,13,6,True,False,sunny,45,30,9,0.3296080064132628,0.6703919935867372,2,True
2025-09-07 14:00:00.198133,1,14,6,True,False,sunny,77,150,16,0.10720646450401686,0.8927935354959832,2,True
2025-09-07 14:00:00.198133,2,14,6,True,False,sunny,36,200,49,0.24568889004453984,0.7543111099554601,3,True
2025-09-07 14:00:00.198133,3,14,6,True,False,cloudy,79,100,7,0.072283212783505,0.927716787216495,1,True
2025-09-07 14:00:00.198133,4,14,6,True,False,sunny,73,50,20,0.4057582845376655,0.5942417154623345,3,True
2025-09-07 14:00:00.198133,5,14,6,True,False,cloudy,52,30,0,0.0,1.0,3,True
2025-09-07 15:00:00.198133,1,15,6,True,False,sunny,41,150,18,0.1251303633805465,0.8748696366194535,3,True
2025-09-07 15:00:00.198133,2,15,6,True,False,sunny,67,200,60,0.30346511434275225,0.6965348856572477,3,True
2025-09-07 15:00:00.198133,3,15,6,True,False,sunny,39,100,30,0.3060944003933288,0.6939055996066712,2,True
2025-09-07 15:00:00.198133,4,15,6,True,False,sunny,43,50,12,0.24635551488185803,0.753644485118142,1,True
2025-09-07 15:00:00.198133,5,15,6,True,False,cloudy,52,30,11,0.37594192260138837,0.6240580773986116,2,True
2025-09-07 16:00:00.198133,1,16,6,True,False,sunny,49,150,38,0.25898789538000166,0.7410121046199983,2,True
2025-09-07 16:00:00.198133,2,16,6,True,False,sunny,67,200,45,0.2256122152475738,0.7743877847524262,2,True
2025-09-07 16:00:00.198133,3,16,6,True,False,cloudy,57,100,26,0.2660244747556444,0.7339755252443556,2,True
2025-09-07 16:00:00.198133,4,16,6,True,False,sunny,57,50,11,0.2261439547385589,0.7738560452614411,1,True
2025-09-07 16:00:00.198133,5,16,6,True,False,rainy,36,30,9,0.3075360643479877,0.6924639356520124,2,True
2025-09-07 17:00:00.198133,1,17,6,True,False,sunny,36,150,45,0.3030599115798175,0.6969400884201825,3,True
2025-09-07 17:00:00.198133,2,17,6,True,False,sunny,84,200,25,0.1276287713211109,0.8723712286788892,3,True
2025-09-07 17:00:00.198133,3,17,6,True,False,cloudy,82,100,27,0.2758335087525168,0.7241664912474832,2,True
2025-09-07 17:00:00.198133,4,17,6,True,False,sunny,46,50,10,0.21585756365945247,0.7841424363405476,3,True
2025-09-07 17:00:00.198133,5,17,6,True,False,rainy,79,30,4,0.14575611580933956,0.8542438841906604,3,True
2025-09-07 18:00:00.198133,1,18,6,True,False,sunny,70,150,17,0.11391320598595774,0.8860867940140422,2,True
2025-09-07 18:00:00.198133,2,18,6,True,False,sunny,70,200,22,0.11243837739449966,0.8875616226055003,2,True
2025-09-07 18:00:00.198133,3,18,6,True,False,sunny,46,100,33,0.3311418236332655,0.6688581763667345,3,True
2025-09-07 18:00:00.198133,4,18,6,True,False,cloudy,43,50,20,0.4072671245507751,0.5927328754492249,2,True
2025-09-07 18:00:00.198133,5,18,6,True,False,rainy,46,30,7,0.2501948020278185,0.7498051979721815,1,True
2025-09-07 19:00:00.198133,1,19,6,True,False,cloudy,74,150,40,0.27102648536103535,0.7289735146389646,1,True
2025-09-07 19:00:00.198133,2,19,6,True,False,rainy,65,200,76,0.3849836034884998,0.6150163965115002,1,True
2025-09-07 19:00:00.198133,3,19,6,True,False,sunny,47,100,26,0.261774969011181,0.738225030988819,1,True
2025-09-07 19:00:00.198133,4,19,6,True,False,sunny,79,50,4,0.08617568706944645,0.9138243129305536,2,True
2025-09-07 19:00:00.198133,5,19,6,True,False,sunny,39,30,5,0.17175335873689956,0.8282466412631004,1,True
2025-09-07 20:00:00.198133,1,20,6,True,False,sunny,74,150,40,0.27041574636049304,0.729584253639507,2,True
2025-09-07 20:00:00.198133,2,20,6,True,False,sunny,74,200,48,0.24097794498823658,0.7590220550117635,1,True
2025-09-07 20:00:00.198133,3,20,6,True,False,sunny,83,100,13,0.13018184499063118,0.8698181550093689,1,True
2025-09-07 20:00:00.198133,4,20,6,True,False,sunny,45,50,15,0.30002668250872355,0.6999733174912764,1,True
2025-09-07 20:00:00.198133,5,20,6,True,False,sunny,69,30,3,0.12423178000827312,0.8757682199917269,3,True
2025-09-07 21:00:00.198133,1,21,6,True,False,sunny,81,150,19,0.12943090118122247,0.8705690988187775,3,True
2025-09-07 21:00:00.198133,2,21,6,True,False,sunny,35,200,86,0.43114859044770526,0.5688514095522947,3,True
2025-09-07 21:00:00.198133,3,21,6,True,False,rainy,50,100,29,0.2918987976186707,0.7081012023813293,1,True
2025-09-07 21:00:00.198133,4,21,6,True,False,sunny,77,50,17,0.3400889555602591,0.6599110444397409,2,True
2025-09-07 21:00:00.198133,5,21,6,True,False,sunny,46,30,8,0.2982609879704385,0.7017390120295615,2,True
2025-09-07 22:00:00.198133,1,22,6,True,False,sunny,71,150,23,0.15345114203948912,0.8465488579605109,3,True
2025-09-07 22:00:00.198133,2,22,6,True,False,sunny,83,200,0,0.0,1.0,3,True
